                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                 2.2429,                 2.6249,                 1.2474,                0.34333,                0.63777,                0.32261,                 0.1497,                 1.9468,                 2.7193,                 1.0711,               0.083764,              0.0017644,              0.0017644
                     19,                 1.9906,                 2.5423,                 1.2781,                   0.33,                  0.613,                0.31553,                0.14457,                 2.0219,                 2.6326,                 1.0901,                0.08286,              0.0018603,              0.0018603
                     20,                 2.0812,                 2.3338,                 1.1582,                0.33833,                0.62848,                0.32425,                0.15215,                 1.9229,                 2.5284,                 1.0831,               0.081956,               0.001956,               0.001956
                     21,                 2.1926,                 2.2127,                 1.1943,                0.33833,                0.62848,                0.37412,                0.17337,                 1.9199,                 2.4155,                 1.0866,               0.081051,              0.0020515,              0.0020515
                     22,                 2.2514,                 2.0756,                 1.2668,                0.34667,                0.64396,                0.55136,                0.25635,                 1.8908,                 2.2955,                 1.0743,               0.080147,              0.0021468,              0.0021468
                     23,                 1.9275,                 1.8588,                 1.1804,                0.33833,                0.62848,                0.53825,                0.22446,                 2.0474,                 2.1825,                 1.0997,               0.079242,              0.0022418,              0.0022418
                     24,                 1.9002,                 1.7963,                 1.3458,                   0.31,                0.57585,                0.49867,                0.21975,                 2.0368,                 2.0504,                 1.1213,               0.078337,              0.0023366,              0.0023366
                     25,                 2.3817,                 1.5094,                 1.1648,                0.33833,                0.62848,                0.55229,                0.25941,                 1.8933,                 1.9196,                 1.0961,               0.077431,              0.0024313,              0.0024313
                     26,                 1.7641,                 1.4902,                 1.2717,                0.33167,                 0.6161,                0.52836,                0.24495,                 1.9723,                 1.8036,                 1.1122,               0.076526,              0.0025256,              0.0025256
                     27,                 1.7365,                 1.3887,                  1.269,                  0.335,                0.62229,                 0.5382,                0.25036,                 1.9469,                  1.691,                 1.1095,                0.07562,              0.0026198,              0.0026198
                     28,                 2.4168,                 1.2967,                 1.2671,                0.36271,                0.65635,                0.57213,                 0.2558,                  1.918,                 1.5961,                 1.0704,               0.074714,              0.0027138,              0.0027138
                     29,                 2.0841,                 1.2134,                 1.2286,                0.43847,                0.63467,                  0.562,                0.26038,                 1.9419,                 1.4978,                  1.065,               0.073807,              0.0028075,              0.0028075
                     30,                 1.6309,                 1.1782,                 1.2429,                0.57242,                0.57585,                0.56637,                 0.2577,                 1.9862,                 1.4256,                 1.0772,               0.072901,               0.002901,               0.002901
                     31,                 1.6291,                  1.114,                 1.2329,                0.58141,                0.54612,                0.56385,                0.25312,                 2.0356,                 1.3727,                 1.0938,               0.071994,              0.0029943,              0.0029943
                     32,                 1.6173,                 1.0578,                 1.1829,                0.61813,                0.49536,                0.51783,                0.24659,                 2.0162,                 1.3224,                 1.1335,               0.071087,              0.0030874,              0.0030874
                     33,                  1.663,                0.97473,                 1.1168,                0.61696,                 0.5418,                0.58305,                 0.2773,                 1.9304,                 1.2759,                 1.0987,                0.07018,              0.0031802,              0.0031802
                     34,                 1.5743,                0.91972,                 1.1173,                0.60432,                0.52941,                0.56527,                0.27387,                 1.9698,                 1.2527,                 1.1238,               0.069273,              0.0032728,              0.0032728
                     35,                 1.7185,                0.97671,                 1.1185,                0.64031,                0.55728,                0.61161,                0.29704,                 1.9459,                 1.2339,                 1.0888,               0.068365,              0.0033653,              0.0033653
                     36,                 2.0848,                 1.0143,                  1.081,                0.62329,                0.56347,                0.61277,                0.26771,                 2.0656,                  1.268,                 1.0807,               0.067457,              0.0034574,              0.0034574
                     37,                 1.8385,                 0.9701,                 1.1231,                 0.6427,                0.57585,                0.61545,                0.29136,                  2.036,                 1.2487,                 1.0871,               0.066549,              0.0035494,              0.0035494
                     38,                 1.6116,                 1.0039,                  1.169,                0.65741,                0.57627,                0.61279,                0.29107,                 2.0482,                 1.2427,                 1.0995,               0.065641,              0.0036412,              0.0036412
                     39,                 1.8296,                0.92661,                 1.0902,                0.66201,                0.59443,                0.62206,                0.30195,                 1.9591,                 1.2288,                 1.0865,               0.064733,              0.0037327,              0.0037327
                     40,                 1.8299,                0.92256,                 1.0895,                0.66087,                0.60062,                0.65732,                0.30861,                 1.9936,                   1.24,                 1.0733,               0.063824,               0.003824,               0.003824
                     41,                  1.663,                0.88088,                 1.0885,                0.65733,                0.60372,                0.64979,                0.29059,                 2.0667,                 1.2448,                 1.0765,               0.062915,              0.0039151,              0.0039151
                     42,                  1.845,                0.89944,                 1.0654,                0.64636,                0.59133,                0.62443,                0.29256,                 1.9798,                 1.2504,                 1.0691,               0.062006,               0.004006,               0.004006
                     43,                 2.1139,                 1.1271,                 1.2021,                0.65951,                0.59369,                0.63354,                0.27985,                 2.0396,                 1.2629,                 1.0732,               0.061097,              0.0040966,              0.0040966
                     44,                 1.6337,                 1.0263,                  1.177,                0.64548,                0.59443,                0.63055,                 0.2746,                 2.1484,                 1.2606,                 1.1009,               0.060187,               0.004187,               0.004187
                     45,                 1.9239,                0.91705,                 1.0764,                0.64558,                0.63724,                0.66103,                0.29437,                  1.972,                 1.2683,                 1.0651,               0.059277,              0.0042772,              0.0042772
                     46,                 1.4802,                0.95448,                 1.1609,                0.63309,                 0.6192,                0.63329,                0.29829,                 2.0223,                 1.2759,                 1.1055,               0.058367,              0.0043672,              0.0043672
                     47,                 1.5722,                 0.8818,                  1.068,                0.64331,                0.65325,                0.65088,                0.29164,                 2.0104,                 1.2769,                 1.0821,               0.057457,               0.004457,               0.004457
                     48,                 1.4524,                0.85768,                 1.0786,                0.64503,                0.63467,                0.63401,                0.28683,                 2.0549,                 1.2704,                  1.092,               0.056547,              0.0045466,              0.0045466
                     49,                  2.205,                0.92968,                 1.0987,                0.64982,                0.56347,                0.59195,                0.24707,                 2.1446,                 1.3119,                 1.0917,               0.055636,              0.0046359,              0.0046359
                     50,                 1.9772,                0.92068,                 1.0183,                0.64982,                0.56347,                0.59195,                0.24707,                 2.1446,                 1.3119,                 1.0917,               0.054725,               0.004725,               0.004725
                     51,                 1.8655,                0.88668,                 1.0264,                0.63289,                0.58712,                 0.6046,                0.26781,                 2.1099,                 1.2666,                 1.1057,               0.053814,              0.0048139,              0.0048139
                     52,                 1.8855,                0.88564,                 1.0211,                0.63289,                0.58712,                 0.6046,                0.26781,                 2.1099,                 1.2666,                 1.1057,               0.052903,              0.0049026,              0.0049026
                     53,                 1.7597,                 1.1011,                 1.2301,                0.58739,                0.57895,                0.57473,                0.24841,                 2.2004,                 1.2572,                 1.1478,               0.051991,               0.004991,               0.004991
                     54,                 2.0297,                 1.0108,                 1.1155,                0.58739,                0.57895,                0.57473,                0.24841,                 2.2004,                 1.2572,                 1.1478,               0.051079,              0.0050792,              0.0050792
                     55,                 1.9556,                0.93578,                 1.0941,                 0.6595,                0.60991,                0.62074,                 0.2688,                 2.1287,                 1.2483,                   1.13,               0.050167,              0.0051672,              0.0051672
                     56,                 1.4452,                0.90567,                 1.0968,                 0.6595,                0.60991,                0.62074,                 0.2688,                 2.1287,                 1.2483,                   1.13,               0.049255,               0.005255,               0.005255
                     57,                 1.5517,                0.91479,                 1.0862,                0.64495,                0.58514,                0.60565,                0.26693,                 2.0719,                  1.219,                 1.0981,               0.048343,              0.0053426,              0.0053426
                     58,                 1.5109,                0.84979,                  1.059,                0.64495,                0.58514,                0.60565,                0.26693,                 2.0719,                  1.219,                 1.0981,                0.04743,                0.00543,                0.00543
                     59,                  2.189,                0.91474,                 1.0285,                0.60863,                0.52012,                0.56496,                0.19369,                 2.3937,                 1.2687,                 1.1292,               0.046517,              0.0055171,              0.0055171
                     60,                 2.0409,                0.88788,                 1.0404,                0.60863,                0.52012,                0.56496,                0.19369,                 2.3937,                 1.2687,                 1.1292,               0.045604,               0.005604,               0.005604
                     61,                 1.5396,                 1.0133,                 1.1678,                0.63175,                0.54799,                0.55589,                 0.1958,                 2.5196,                 1.2726,                 1.1868,               0.044691,              0.0056907,              0.0056907
                     62,                 1.5133,                0.84749,                  1.091,                0.63175,                0.54799,                0.55589,                 0.1958,                 2.5196,                 1.2726,                 1.1868,               0.043777,              0.0057772,              0.0057772
                     63,                 1.4847,                0.97084,                  1.162,                0.66348,                0.57987,                0.59624,                0.26216,                 2.1604,                 1.2423,                 1.1528,               0.042863,              0.0058634,              0.0058634
                     64,                 1.4872,                 1.0753,                  1.215,                0.66348,                0.57987,                0.59624,                0.26216,                 2.1604,                 1.2423,                 1.1528,               0.041949,              0.0059494,              0.0059494
                     65,                 1.4473,                0.89659,                 1.0969,                0.60181,                0.52941,                 0.5388,                0.20869,                 2.4219,                 1.2581,                 1.2278,               0.041035,              0.0060352,              0.0060352
                     66,                 1.9293,                0.90199,                 1.0856,                0.60181,                0.52941,                 0.5388,                0.20869,                 2.4219,                 1.2581,                 1.2278,               0.040121,              0.0061208,              0.0061208
                     67,                 1.8607,                 1.0124,                 1.1674,                0.64874,                0.56037,                0.59842,                0.25444,                 2.1086,                 1.2286,                 1.1325,               0.039206,              0.0062062,              0.0062062
                     68,                 1.5367,                0.85168,                 1.0671,                0.64874,                0.56037,                0.59842,                0.25444,                 2.1086,                 1.2286,                 1.1325,               0.038291,              0.0062914,              0.0062914
                     69,                 1.5252,                 0.8843,                 1.1002,                 0.6781,                0.55728,                0.60421,                0.25548,                 2.1649,                 1.2092,                 1.1197,               0.037376,              0.0063763,              0.0063763
                     70,                 1.6318,                 0.8441,                 1.0236,                 0.6781,                0.55728,                0.60421,                0.25548,                 2.1649,                 1.2092,                 1.1197,               0.036461,               0.006461,               0.006461
                     71,                  1.557,                0.85148,                 1.0492,                0.66726,                0.57119,                0.60779,                0.27433,                 2.0557,                 1.1815,                 1.0848,               0.035545,              0.0065455,              0.0065455
                     72,                 1.7591,                0.86586,                 1.0258,                0.66726,                0.57119,                0.60779,                0.27433,                 2.0557,                 1.1815,                 1.0848,                0.03463,              0.0066298,              0.0066298
                     73,                 1.4195,                0.82678,                 1.0322,                0.67919,                0.58824,                0.61607,                0.26565,                  2.089,                 1.1682,                 1.0895,               0.033714,              0.0067138,              0.0067138
                     74,                 1.6862,                0.91329,                 1.0419,                0.67919,                0.58824,                0.61607,                0.26565,                  2.089,                 1.1682,                 1.0895,               0.032798,              0.0067976,              0.0067976
                     75,                 1.5404,                0.84717,                 1.0462,                0.66356,                0.60062,                0.64017,                 0.2894,                 1.9606,                 1.1308,                 1.0606,               0.031881,              0.0068813,              0.0068813
                     76,                 1.5271,                0.88681,                 1.0755,                0.66356,                0.60062,                0.64017,                 0.2894,                 1.9606,                 1.1308,                 1.0606,               0.030965,              0.0069646,              0.0069646
                     77,                 1.5127,                0.82046,                  1.036,                0.70366,                 0.6192,                0.63195,                0.27022,                 2.0998,                 1.1028,                 1.0856,               0.030048,              0.0070478,              0.0070478
                     78,                 1.7392,                0.83398,                 1.0219,                0.70366,                 0.6192,                0.63195,                0.27022,                 2.0998,                 1.1028,                 1.0856,               0.029131,              0.0071308,              0.0071308
                     79,                 1.5165,                0.81427,                 1.0461,                0.64955,                0.56656,                 0.5826,                 0.2611,                 2.1011,                 1.0826,                 1.1061,               0.028213,              0.0072135,              0.0072135
                     80,                  1.623,                0.89077,                  1.062,                0.64955,                0.56656,                 0.5826,                 0.2611,                 2.1011,                 1.0826,                 1.1061,               0.027296,               0.007296,               0.007296
                     81,                  1.523,                0.81046,                  1.046,                0.68486,                0.55728,                0.58438,                0.24427,                 2.1986,                 1.0812,                  1.159,               0.026378,              0.0073783,              0.0073783
                     82,                 1.4143,                0.85143,                 1.0504,                0.68486,                0.55728,                0.58438,                0.24427,                 2.1986,                 1.0812,                  1.159,                0.02546,              0.0074604,              0.0074604
                     83,                 1.4716,                0.87984,                 1.0775,                0.61841,                0.52632,                0.52818,                0.21352,                 2.3082,                 1.1202,                 1.2119,               0.024542,              0.0075422,              0.0075422
                     84,                 2.2048,                 1.1323,                  1.091,                0.61841,                0.52632,                0.52818,                0.21352,                 2.3082,                 1.1202,                 1.2119,               0.023624,              0.0076238,              0.0076238
                     85,                 1.5271,                0.89112,                 1.0693,                0.63123,                0.50876,                0.52255,                0.20352,                 2.4232,                 1.1284,                 1.2443,               0.022705,              0.0077053,              0.0077053
                     86,                 2.0667,                0.95971,                 1.1149,                0.63123,                0.50876,                0.52255,                0.20352,                 2.4232,                 1.1284,                 1.2443,               0.021786,              0.0077864,              0.0077864
                     87,                 1.8748,                0.82577,                 1.0663,                0.61345,                0.50774,                0.53156,                0.20034,                 2.3452,                 1.1515,                 1.2011,               0.020867,              0.0078674,              0.0078674
                     88,                 1.8284,                0.86493,                 1.0609,                0.61345,                0.50774,                0.53156,                0.20034,                 2.3452,                 1.1515,                 1.2011,               0.019948,              0.0079482,              0.0079482
                     89,                 1.4585,                0.84387,                 1.0455,                0.62845,                 0.5356,                0.53412,                0.22345,                 2.2196,                 1.1117,                 1.1893,               0.019029,              0.0080287,              0.0080287
                     90,                 1.7826,                0.85043,                 1.0539,                0.62845,                 0.5356,                0.53412,                0.22345,                 2.2196,                 1.1117,                 1.1893,               0.018109,               0.008109,               0.008109
