                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     19,                 1.9884,                  2.565,                 1.2757,                   0.33,                  0.613,                0.31969,                0.14389,                 2.0275,                 2.6474,                 1.0903,               0.082781,              0.0017809,              0.0017809
                     20,                 2.0984,                 2.3649,                 1.1598,                0.33833,                0.62848,                 0.3319,                0.15303,                 1.9362,                 2.5457,                 1.0844,               0.081868,               0.001868,               0.001868
                     21,                 2.2106,                 2.2439,                 1.1975,                  0.335,                0.62229,                 0.3413,                0.15912,                 1.9242,                 2.4358,                 1.0888,               0.080954,              0.0019545,              0.0019545
                     22,                 2.2624,                 2.1103,                 1.2711,                0.34167,                0.63467,                  0.536,                0.25088,                 1.8927,                 2.3222,                 1.0764,                0.08004,              0.0020403,              0.0020403
                     23,                 1.9258,                 1.9014,                 1.1813,                0.33333,                 0.6192,                0.52115,                0.22422,                 2.0347,                 2.2134,                 1.1003,               0.079125,              0.0021254,              0.0021254
                     24,                 1.8849,                 1.8436,                 1.3446,                0.31833,                0.59133,                0.51421,                0.22785,                 2.0364,                  2.087,                  1.123,                0.07821,              0.0022099,              0.0022099
                     25,                 2.3512,                 1.5532,                 1.1619,                0.33667,                0.62539,                0.54762,                0.25843,                 1.8957,                 1.9599,                 1.0966,               0.077294,              0.0022938,              0.0022938
                     26,                 1.7731,                 1.5383,                  1.278,                0.33167,                 0.6161,                0.52968,                0.24259,                 1.9675,                 1.8471,                 1.1151,               0.076377,              0.0023769,              0.0023769
                     27,                 1.7348,                 1.4325,                 1.2703,                   0.33,                  0.613,                  0.536,                0.24548,                 1.9702,                 1.7337,                  1.114,               0.075459,              0.0024594,              0.0024594
                     28,                 2.4334,                 1.3318,                  1.278,                0.35333,                0.65635,                0.55556,                0.25479,                 1.9211,                 1.6388,                 1.0723,               0.074541,              0.0025413,              0.0025413
                     29,                 2.0946,                 1.2413,                 1.2391,                0.38931,                0.65015,                0.55408,                0.26039,                 1.9426,                 1.5397,                 1.0631,               0.073622,              0.0026225,              0.0026225
                     30,                 1.6397,                 1.1996,                 1.2506,                0.48318,                0.62229,                0.56654,                0.25858,                 1.9918,                 1.4642,                 1.0705,               0.072703,               0.002703,               0.002703
                     31,                 1.6301,                 1.1204,                 1.2342,                0.58072,                0.55418,                0.56291,                0.24934,                 2.0575,                 1.4003,                 1.0906,               0.071783,              0.0027829,              0.0027829
                     32,                 1.6505,                 1.0788,                 1.1947,                0.57984,                0.50464,                0.53543,                0.25232,                 2.0106,                 1.3432,                 1.1159,               0.070862,              0.0028621,              0.0028621
                     33,                 1.6506,                0.98948,                 1.1155,                0.65046,                0.52632,                0.58921,                0.28332,                 1.9348,                 1.2996,                  1.094,               0.069941,              0.0029406,              0.0029406
                     34,                 1.5763,                0.93635,                  1.124,                0.60919,                0.52632,                0.56042,                0.27109,                 1.9635,                 1.2805,                 1.1164,               0.069019,              0.0030185,              0.0030185
                     35,                 1.7371,                0.98007,                 1.1261,                0.62323,                0.55418,                0.60076,                0.29424,                 1.9655,                 1.2621,                 1.0903,               0.068096,              0.0030958,              0.0030958
                     36,                 2.0926,                 1.0147,                 1.0839,                 0.6245,                0.56656,                0.61473,                0.28141,                 2.0543,                 1.2778,                 1.0819,               0.067172,              0.0031723,              0.0031723
                     37,                  1.823,                0.97533,                 1.1237,                0.66993,                0.56347,                0.62322,                0.29908,                 2.0256,                 1.2554,                 1.0863,               0.066248,              0.0032482,              0.0032482
                     38,                 1.6289,                  1.003,                 1.1752,                0.65382,                0.56347,                0.59846,                0.28968,                 2.0464,                 1.2516,                 1.0981,               0.065323,              0.0033235,              0.0033235
                     39,                 1.7983,                0.91894,                 1.0907,                0.65729,                0.60681,                0.64098,                0.31838,                 1.9313,                 1.2302,                 1.0796,               0.064398,              0.0033981,              0.0033981
                     40,                 1.7991,                 0.9273,                  1.092,                0.67124,                0.60062,                 0.6542,                0.32292,                 1.9736,                 1.2376,                  1.068,               0.063472,               0.003472,               0.003472
                     41,                  1.649,                0.88433,                 1.0929,                0.66725,                0.58978,                0.64642,                0.32244,                 1.9812,                 1.2449,                 1.0642,               0.062545,              0.0035453,              0.0035453
                     42,                 1.8479,                  0.903,                 1.0748,                0.65154,                0.59443,                0.64727,                0.30273,                 1.9896,                 1.2531,                 1.0656,               0.061618,              0.0036179,              0.0036179
                     43,                 2.0745,                 1.1262,                 1.2082,                0.66819,                 0.5923,                0.64626,                0.30678,                 1.9915,                 1.2528,                 1.0689,                0.06069,              0.0036898,              0.0036898
                     44,                  1.634,                  1.001,                 1.1774,                0.65356,                0.59573,                0.63026,                0.28582,                 2.1043,                 1.2644,                 1.0881,               0.059761,              0.0037611,              0.0037611
                     45,                 1.9093,                0.91054,                 1.0796,                0.63686,                  0.613,                0.64196,                 0.2951,                 2.0094,                 1.2762,                 1.0668,               0.058832,              0.0038317,              0.0038317
                     46,                  1.498,                 0.9608,                 1.1621,                0.64958,                0.63704,                 0.6493,                0.30476,                  2.012,                 1.2755,                 1.0867,               0.057902,              0.0039017,              0.0039017
                     47,                  1.593,                0.88954,                   1.07,                0.66506,                0.62539,                0.64754,                  0.297,                  2.003,                 1.2728,                 1.0688,               0.056971,               0.003971,               0.003971
                     48,                 1.4584,                 0.8544,                 1.0845,                0.65346,                 0.6161,                0.63298,                0.29658,                 2.0093,                 1.2687,                 1.0681,                0.05604,              0.0040397,              0.0040397
                     49,                 2.1941,                0.93569,                 1.0987,                0.59653,                0.57276,                0.57738,                0.22536,                 2.1857,                 1.3082,                 1.0868,               0.055108,              0.0041077,              0.0041077
                     50,                 2.0109,                0.93843,                 1.0244,                 0.6041,                0.58824,                0.59772,                0.27767,                 2.0717,                 1.2641,                 1.0838,               0.054175,               0.004175,               0.004175
                     51,                 1.8855,                0.87047,                 1.0177,                0.62665,                0.56642,                0.59395,                 0.2498,                 2.1239,                  1.266,                 1.0932,               0.053242,              0.0042417,              0.0042417
                     52,                 1.8657,                0.90263,                 1.0255,                0.64246,                0.57856,                0.60502,                0.25902,                 2.0655,                 1.2462,                 1.0906,               0.052308,              0.0043077,              0.0043077
                     53,                 1.7484,                 1.1254,                 1.2344,                0.64482,                0.56206,                0.60078,                0.23905,                 2.2135,                 1.2423,                 1.1367,               0.051373,               0.004373,               0.004373
                     54,                 1.9728,                0.99516,                 1.0999,                0.63071,                0.54991,                0.58409,                0.24527,                 2.1616,                 1.2635,                 1.1534,               0.050438,              0.0044377,              0.0044377
                     55,                 1.7961,                0.91728,                  1.076,                0.60633,                0.56347,                0.58157,                0.25059,                 2.0781,                 1.2452,                 1.1386,               0.049502,              0.0045017,              0.0045017
                     56,                 1.5154,                0.94934,                 1.1216,                0.65262,                0.56418,                0.59445,                0.26159,                 2.0865,                  1.213,                 1.1528,               0.048565,              0.0045651,              0.0045651
                     57,                 1.5667,                0.90127,                 1.0867,                0.68059,                0.57895,                0.62658,                0.28488,                 2.0496,                 1.1859,                 1.1157,               0.047628,              0.0046278,              0.0046278
                     58,                 1.4541,                0.84522,                 1.0423,                0.66767,                0.59752,                0.61963,                0.24955,                 2.2214,                 1.1888,                 1.1609,                0.04669,              0.0046899,              0.0046899
                     59,                 2.2603,                0.92255,                 1.0587,                0.66175,                0.61781,                0.63707,                0.30974,                 1.9475,                 1.1548,                  1.092,               0.045751,              0.0047513,              0.0047513
                     60,                 1.7575,                0.82318,                 1.0046,                0.65177,                0.57895,                0.60765,                0.27642,                 2.0611,                 1.1737,                 1.1002,               0.044812,               0.004812,               0.004812
                     61,                 1.4628,                0.98634,                 1.1468,                0.62383,                0.59752,                0.60478,                0.26441,                  2.134,                  1.175,                 1.1155,               0.043872,              0.0048721,              0.0048721
                     62,                 1.4478,                0.81381,                  1.061,                0.67269,                0.62355,                0.63653,                0.28838,                 2.0365,                 1.1521,                 1.1136,               0.042931,              0.0049315,              0.0049315
                     63,                 1.5309,                0.97899,                 1.1718,                0.66822,                 0.5986,                0.61599,                 0.2682,                 2.1311,                 1.1836,                  1.135,                0.04199,              0.0049902,              0.0049902
                     64,                 1.4711,                 1.0698,                 1.1893,                0.69694,                0.58824,                0.61891,                0.26826,                 2.1605,                 1.2066,                 1.1307,               0.041048,              0.0050483,              0.0050483
                     65,                 1.2958,                0.83105,                 1.0465,                0.66926,                0.57895,                0.60832,                0.27992,                 2.0391,                 1.1874,                 1.1348,               0.040106,              0.0051057,              0.0051057
                     66,                 1.8707,                0.88037,                 1.0759,                0.70964,                  0.613,                0.64951,                0.29608,                 1.9753,                 1.1652,                 1.0777,               0.039163,              0.0051625,              0.0051625
                     67,                 1.6684,                0.95562,                 1.1067,                0.69925,                0.59026,                0.63789,                0.26187,                  2.165,                 1.1901,                 1.1016,               0.038219,              0.0052186,              0.0052186
                     68,                  1.396,                0.81037,                 1.0126,                0.68293,                0.60372,                0.64871,                0.27796,                 2.0807,                 1.1607,                 1.0902,               0.037274,              0.0052741,              0.0052741
                     69,                 1.4933,                0.85532,                  1.075,                0.68916,                0.57585,                0.61807,                 0.2625,                 2.1988,                  1.159,                 1.1153,               0.036329,              0.0053289,              0.0053289
                     70,                 1.6564,                 0.8374,                 1.0212,                0.71486,                0.58989,                0.65652,                0.30481,                 1.9938,                 1.1316,                 1.0747,               0.035383,               0.005383,               0.005383
                     71,                 1.4723,                0.82185,                 1.0137,                 0.6896,                0.56656,                0.63149,                0.29817,                 2.0432,                 1.1028,                 1.0831,               0.034436,              0.0054365,              0.0054365
                     72,                 1.6772,                0.83019,                 1.0138,                0.69372,                0.60307,                 0.6536,                0.29355,                  2.074,                 1.0951,                  1.093,               0.033489,              0.0054893,              0.0054893
                     73,                 1.4895,                0.81689,                 1.0272,                 0.6844,                0.58824,                0.64415,                0.31384,                 1.9807,                 1.0645,                  1.084,               0.032541,              0.0055414,              0.0055414
                     74,                 1.5488,                0.86262,                 1.0062,                0.72755,                0.57585,                0.65192,                0.31048,                 1.9987,                 1.0698,                 1.0909,               0.031593,              0.0055929,              0.0055929
                     75,                 1.3951,                0.79547,                 1.0027,                0.70627,                 0.6192,                0.64831,                0.29017,                 2.0798,                 1.0663,                 1.1018,               0.030644,              0.0056438,              0.0056438
                     76,                 1.5162,                0.86629,                 1.0828,                0.65906,                0.58204,                0.61136,                0.30118,                 2.0131,                 1.0419,                 1.1029,               0.029694,              0.0056939,              0.0056939
                     77,                 1.3776,                0.76053,                 1.0054,                0.69659,                0.57276,                0.62157,                0.29046,                 2.0048,                 1.0317,                 1.1208,               0.028743,              0.0057434,              0.0057434
                     78,                 1.6049,                0.78517,                0.99481,                0.68684,                0.52286,                 0.5905,                 0.2498,                 2.2136,                 1.0579,                 1.1726,               0.027792,              0.0057923,              0.0057923
                     79,                  1.379,                0.76508,                  1.001,                0.67151,                0.52012,                0.57309,                0.26656,                 2.1477,                 1.0315,                 1.2029,                0.02684,              0.0058405,              0.0058405
                     80,                  1.499,                0.82463,                 1.0246,                0.67768,                0.49536,                0.54952,                0.20998,                 2.3867,                 1.0849,                 1.2288,               0.025888,               0.005888,               0.005888
                     81,                 1.4368,                0.77383,                 1.0103,                0.65064,                0.52012,                0.55231,                0.25162,                 2.1641,                 1.0509,                 1.2006,               0.024935,              0.0059349,              0.0059349
                     82,                  1.364,                0.82805,                 1.0279,                0.61913,                0.48297,                0.51673,                0.22273,                 2.3338,                 1.0639,                 1.2633,               0.023981,              0.0059811,              0.0059811
                     83,                 1.2822,                0.79862,                 1.0236,                0.61981,                0.47988,                0.48983,                0.17887,                 2.5581,                 1.0948,                 1.3358,               0.023027,              0.0060266,              0.0060266
                     84,                 2.2904,                 1.0394,                 1.0675,                0.66881,                0.51266,                0.54519,                0.25215,                 2.1421,                 1.0684,                 1.2068,               0.022072,              0.0060715,              0.0060715
                     85,                 1.2134,                0.76762,                0.98994,                0.66464,                0.48916,                 0.5133,                0.20922,                 2.3559,                 1.0979,                 1.2564,               0.021116,              0.0061157,              0.0061157
                     86,                 1.8756,                0.86637,                 1.0496,                0.66341,                 0.5356,                0.58644,                0.26448,                 2.1286,                 1.0821,                   1.16,               0.020159,              0.0061593,              0.0061593
                     87,                 1.5512,                0.77957,                0.99811,                0.71398,                0.57191,                0.63387,                 0.2926,                  2.008,                 1.0714,                 1.1098,               0.019202,              0.0062022,              0.0062022
                     88,                 1.6622,                0.81552,                 1.0154,                0.67732,                0.55418,                 0.6032,                0.26366,                 2.1112,                 1.0761,                 1.1277,               0.018244,              0.0062445,              0.0062445
                     89,                 1.4731,                0.83811,                 1.0408,                 0.6711,                0.51703,                0.57211,                0.27894,                 2.0722,                 1.0488,                 1.1407,               0.017286,              0.0062861,              0.0062861
                     90,                 1.7102,                0.79811,                 1.0322,                0.70869,                0.58204,                0.63875,                0.28375,                 2.0325,                 1.0433,                 1.1006,               0.016327,               0.006327,               0.006327
